epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.007810717914253473,,,,,
0,99,,0.007195816375315189,,,,,
0,149,,0.00973136443644762,,,,,
0,199,,0.009344677440822124,,,,,
0,249,,0.008232918567955494,,,,,
0,299,,0.008731070905923843,,,,,
0,349,,0.007606113329529762,,,,,
0,365,,,0.021069908514618874,2.557323932647705,0.03292352706193924,1.6545957326889038,0.013925825245678425
0,365,0.00838589295744896,,,,,,
