timestamp_ms,date,open,high,low,close,volume,wall_street_threshold_pct,behavioral_threshold_pct,rsi_14,macd_line,macd_signal,macd_hist,atr_14,atr_14_norm,bb_width,open_norm,high_norm,low_norm,close_norm,volume_norm,bar_index,structure_token_id,wave_degree_id,pattern_type_id,pattern_confidence,correction_or_impulse_type_id,wave_match_confidence,lunar_phase_sin,lunar_phase_cos,lunar_anomalistic_normalized,lunar_node_distance,mercury_retrograde,aspect_jupiter_uranus_intensity,aspect_mars_uranus_intensity,days_to_fomc,days_since_last_fomc,days_to_nfp,high_impact_within_5d,high_impact_within_2d,post_event_window,close_pct_change,asset_timeframe,time_idx
1503273600000.0,2017-08-21,4069.13,4453.91,3400.0,4310.01,4599.396629,73.36,36.68,100.0,0.0,0.0,0.0,1053.9099999999999,0.24452611478859673,,,,,,,0,-1,-1,0,0.0,0,0.0,-0.061966860791590375,0.9980782074384931,0.2919058044643739,0.8436838809715255,1,0.0,0.0,3082,999,11,0,0,0,0.04618782787046882,BTC_1W,0
1503878400000.0,2017-08-28,4310.01,4939.19,4124.54,4509.08,4753.843376,69.32,34.49,100.0,15.880227920228208,3.176045584045642,12.704182336182566,1036.82,0.2299404756624411,,,,,,,1,-1,-1,0,0.0,0,0.0,0.9869314299913565,0.1611407847046057,0.9035229224446638,88.04133657147233,1,0.0,0.0,3075,999,4,1,0,0,-0.08398830803622914,BTC_1W,1
1504483200000.0,2017-09-04,4505.0,4788.59,3603.0,4130.37,6382.787745,76.2,38.04,87.23429357315732,-2.0694536570317723,2.126945735830159,-4.196399392861931,1047.4464285714284,0.2535962706903809,,,,,,,2,-1,-1,0,0.0,0,0.0,0.36560440533290384,-0.9307703362275647,0.7001123578897311,3.533034006672324,1,0.0,0.0,3068,999,32,0,0,0,-0.10419889743533872,BTC_1W,2
1505088000000.0,2017-09-11,4153.62,4394.59,2817.0,3699.99,8106.705127,87.21,44.0,75.44693615671906,-50.441318668765234,-8.38670714508892,-42.054611523676314,1085.3138265306122,0.29332885400517633,,,,,,,3,-1,-1,0,0.0,0,0.0,-0.9180307376642244,-0.3965092239830998,0.2888203375012265,88.40346670584245,0,0.0,0.0,3061,999,25,0,0,0,-0.010802731899275386,BTC_1W,3
1505692800000.0,2017-09-18,3690.0,4123.2,3505.55,3660.02,5908.32335,86.28,43.11,74.440913759051,-90.95316369312877,-24.89999845469689,-66.05316523843189,1051.9092674927113,0.28740533316558686,,,,,,,4,-1,-1,0,0.0,0,0.0,-0.3694881205340336,0.9292354538997247,0.40171587240854856,10.060022353740237,0,0.3345942961432067,0.0,3054,999,18,0,0,0,0.1962994737733672,BTC_1W,4
1506297600000.0,2017-09-25,3660.02,4406.52,3653.69,4378.48,5782.305424,71.1,35.3,79.68467534598273,-64.34366149064317,-32.788731061886146,-31.554930428757025,1030.5464626718033,0.23536626013406556,,,,,,,5,-1,-1,0,0.0,0,0.0,0.8779649025479299,0.47872500445872246,0.9144263335229621,79.43952472873792,0,0.8125524167873956,0.0,3047,999,11,0,0,0,0.059728490252325184,BTC_1W,5
1506902400000.0,2017-10-02,4400.0,4658.0,4110.0,4640.0,4708.272956,65.51,32.2,81.19689275842998,-21.900505503047498,-30.61108595011842,8.710580447070921,996.078858195246,0.21467216771449266,,,,,,,6,-1,-1,0,0.0,0,0.0,0.6532644405095577,-0.757129824247952,0.644105609581867,5.273263651325806,0,0.6944338575610313,0.0,3040,999,4,1,0,0,0.23060129310344823,BTC_1W,6
1507507200000.0,2017-10-09,4640.0,5922.3,4550.0,5709.99,7913.925837,54.18,26.87,85.84084140237829,96.95758543313787,-5.097351673467164,102.05493710660502,1022.9517968955856,0.17915124140245178,,,,,,,7,-1,-1,0,0.0,0,0.0,-0.7639773593399943,-0.6452430506529219,0.20637626884798277,76.52753452616531,0,0.18997940907999167,0.0,3033,999,25,0,0,0,0.04203685120289191,BTC_1W,7
1508112000000.0,2017-10-16,5710.0,6171.0,5037.95,5950.02,12157.769447,52.25,25.99,86.63809528935917,208.12278391096788,37.54667544341985,170.57610846754804,1030.8159542601868,0.1732457965284464,,,,,,,8,-1,-1,0,0.0,0,0.0,-0.6367579916044941,0.7710637198881887,0.5139143330852021,21.202712092257713,0,0.0,0.0,3026,999,18,0,0,0,0.03696794296489747,BTC_1W,8
1508716800000.0,2017-10-23,5975.0,6189.88,5286.98,6169.98,13133.99457,50.06,24.84,87.34149852964788,310.39292193307483,92.11592474135085,218.27699719172398,1021.6791003844593,0.1655887215816679,,,,,,,9,-1,-1,0,0.0,0,0.0,0.6665256947913427,0.7454820575861755,0.9422750930507613,69.33906258910807,0,0.0,0.0,3019,999,11,0,0,0,0.1904430808527744,BTC_1W,9
